window_id,composition,semantic_attack_family,sender,is_kinematic_attacker,is_semantic_attacker,decision,contributors,b3_label,mbd_evidence
mix-00001,semantic_only,role_manipulation,9849,False,False,ACCEPT,"B1,B2,CP,B3",BENIGN,No history yet; baseline assumed valid.
mix-00001,semantic_only,role_manipulation,9669,False,True,ACCEPT,"B1,B2,CP,B3",BENIGN,No history yet; baseline assumed valid.
mix-00001,semantic_only,role_manipulation,9723,False,False,ACCEPT,"B1,B2,CP,B3",BENIGN,No history yet; baseline assumed valid.
mix-00001,semantic_only,role_manipulation,9849,False,False,ACCEPT,"B1,B2,CP,B3",BENIGN,
mix-00001,semantic_only,role_manipulation,9669,False,True,ACCEPT,"B1,B2,CP,B3",BENIGN,
mix-00001,semantic_only,role_manipulation,9723,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00001,semantic_only,role_manipulation,9849,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,"Speed out of bounds: 231.0 km/h (limit: [0, 180.0])"
mix-00001,semantic_only,role_manipulation,9669,False,True,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00001,semantic_only,role_manipulation,9723,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00001,semantic_only,role_manipulation,9849,False,False,ACCEPT,"B1,B2,CP,B3",BENIGN,
mix-00001,semantic_only,role_manipulation,9669,False,True,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00001,semantic_only,role_manipulation,9723,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00001,semantic_only,role_manipulation,9849,False,False,ACCEPT,"B1,B2,CP,B3",BENIGN,
mix-00001,semantic_only,role_manipulation,9669,False,True,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00001,semantic_only,role_manipulation,9723,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00001,semantic_only,role_manipulation,9849,False,False,ACCEPT,"B1,B2,CP,B3",BENIGN,
mix-00001,semantic_only,role_manipulation,9669,False,True,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00001,semantic_only,role_manipulation,9723,False,False,ACCEPT,"B1,B2,CP,B3",BENIGN,
mix-00001,semantic_only,role_manipulation,9849,False,False,ACCEPT,"B1,B2,CP,B3",BENIGN,
mix-00001,semantic_only,role_manipulation,9669,False,True,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00001,semantic_only,role_manipulation,9723,False,False,ACCEPT,"B1,B2,CP,B3",BENIGN,
mix-00001,semantic_only,role_manipulation,9849,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,Constant Position check: Vehicle reports movement (avg speed 46.20 km/h) but displacement is only 0.50m over 5000.01s.
mix-00001,semantic_only,role_manipulation,9669,False,True,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00001,semantic_only,role_manipulation,9723,False,False,ACCEPT,"B1,B2,CP,B3",BENIGN,
mix-00001,semantic_only,role_manipulation,9849,False,False,ACCEPT,"B1,B2,CP,B3",BENIGN,
mix-00001,semantic_only,role_manipulation,9669,False,True,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00001,semantic_only,role_manipulation,9723,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00001,semantic_only,role_manipulation,9849,False,False,ACCEPT,"B1,B2,CP,B3",BENIGN,
mix-00001,semantic_only,role_manipulation,9669,False,True,ACCEPT,"B1,B2,CP,B3",BENIGN,
mix-00001,semantic_only,role_manipulation,9723,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00001,semantic_only,role_manipulation,9849,False,False,ACCEPT,"B1,B2,CP,B3",BENIGN,
mix-00001,semantic_only,role_manipulation,9669,False,True,ACCEPT,"B1,B2,CP,B3",BENIGN,
mix-00001,semantic_only,role_manipulation,9723,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00001,semantic_only,role_manipulation,9849,False,False,ACCEPT,"B1,B2,CP,B3",BENIGN,
mix-00001,semantic_only,role_manipulation,9669,False,True,ACCEPT,"B1,B2,CP,B3",BENIGN,
mix-00001,semantic_only,role_manipulation,9723,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00002,semantic_only,false_clearance,6885,False,False,ACCEPT,"B1,B2,CP,B3",BENIGN,No history yet; baseline assumed valid.
mix-00002,semantic_only,false_clearance,6777,False,False,ACCEPT,"B1,B2,CP,B3",BENIGN,No history yet; baseline assumed valid.
mix-00002,semantic_only,false_clearance,6783,False,False,ACCEPT,"B1,B2,CP,B3",BENIGN,No history yet; baseline assumed valid.
mix-00002,semantic_only,false_clearance,6879,False,True,CAUTION,"B1,B2,CP,B3",MALICIOUS,No history yet; baseline assumed valid.
mix-00002,semantic_only,false_clearance,6885,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00002,semantic_only,false_clearance,6777,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00002,semantic_only,false_clearance,6783,False,False,ACCEPT,"B1,B2,CP,B3",BENIGN,
mix-00002,semantic_only,false_clearance,6879,False,True,CAUTION,"B1,B2,CP,B3",MALICIOUS,
mix-00002,semantic_only,false_clearance,6885,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00002,semantic_only,false_clearance,6777,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00002,semantic_only,false_clearance,6783,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00002,semantic_only,false_clearance,6879,False,True,CAUTION,"B1,B2,CP,B3",MALICIOUS,
mix-00002,semantic_only,false_clearance,6885,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00002,semantic_only,false_clearance,6777,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00002,semantic_only,false_clearance,6783,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00002,semantic_only,false_clearance,6879,False,True,CAUTION,"B1,B2,CP,B3",MALICIOUS,
mix-00002,semantic_only,false_clearance,6885,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00002,semantic_only,false_clearance,6777,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00002,semantic_only,false_clearance,6783,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00002,semantic_only,false_clearance,6879,False,True,CAUTION,"B1,B2,CP,B3",MALICIOUS,
mix-00002,semantic_only,false_clearance,6885,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00002,semantic_only,false_clearance,6777,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00002,semantic_only,false_clearance,6783,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00002,semantic_only,false_clearance,6879,False,True,CAUTION,"B1,B2,CP,B3",MALICIOUS,
mix-00002,semantic_only,false_clearance,6885,False,False,ACCEPT,"B1,B2,CP,B3",BENIGN,
mix-00002,semantic_only,false_clearance,6777,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00002,semantic_only,false_clearance,6783,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00002,semantic_only,false_clearance,6879,False,True,CAUTION,"B1,B2,CP,B3",MALICIOUS,
mix-00003,clean,,8907,False,False,ACCEPT,"B1,B2,CP,B3",BENIGN,No history yet; baseline assumed valid.
mix-00003,clean,,9039,False,False,ACCEPT,"B1,B2,CP,B3",BENIGN,No history yet; baseline assumed valid.
mix-00003,clean,,9045,False,False,ACCEPT,"B1,B2,CP,B3",BENIGN,No history yet; baseline assumed valid.
mix-00003,clean,,9009,False,False,ACCEPT,"B1,B2,CP,B3",BENIGN,No history yet; baseline assumed valid.
mix-00003,clean,,8907,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00003,clean,,9039,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00003,clean,,9045,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00003,clean,,9009,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00003,clean,,8907,False,False,ACCEPT,"B1,B2,CP,B3",BENIGN,
mix-00003,clean,,9039,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00003,clean,,9045,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00003,clean,,9009,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00003,clean,,8907,False,False,ACCEPT,"B1,B2,CP,B3",BENIGN,
mix-00003,clean,,9039,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00003,clean,,9045,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00003,clean,,9009,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00003,clean,,8907,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00003,clean,,9039,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00003,clean,,9045,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00003,clean,,9009,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7029,False,False,ACCEPT,"B1,B2,CP,B3",BENIGN,No history yet; baseline assumed valid.
mix-00004,semantic_only,context_inversion,7017,False,False,ACCEPT,"B1,B2,CP,B3",BENIGN,No history yet; baseline assumed valid.
mix-00004,semantic_only,context_inversion,7023,False,True,CAUTION,"B1,B2,CP,B3",BENIGN,No history yet; baseline assumed valid.
mix-00004,semantic_only,context_inversion,7029,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7017,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7023,False,True,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7029,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7017,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7023,False,True,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7029,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7017,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7023,False,True,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7029,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7017,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7023,False,True,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7029,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7017,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7023,False,True,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7029,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7017,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7023,False,True,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7029,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7017,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7023,False,True,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7029,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7017,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7023,False,True,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7029,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7017,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7023,False,True,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7029,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7017,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7023,False,True,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7029,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7017,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7023,False,True,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7029,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7017,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7023,False,True,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7029,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7017,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7023,False,True,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7029,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7017,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7023,False,True,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7029,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7017,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7023,False,True,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7029,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7017,False,False,ACCEPT,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7023,False,True,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7029,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7017,False,False,ACCEPT,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7023,False,True,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7029,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7017,False,False,ACCEPT,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7023,False,True,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7029,False,False,ACCEPT,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7017,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7023,False,True,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7029,False,False,ACCEPT,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7017,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7023,False,True,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7029,False,False,ACCEPT,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7017,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7023,False,True,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7029,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7017,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7023,False,True,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7029,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7017,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7023,False,True,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7029,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7017,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7023,False,True,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7029,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7017,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7023,False,True,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7029,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7017,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7023,False,True,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7029,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7017,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7023,False,True,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7029,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7017,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7023,False,True,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7029,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7017,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7023,False,True,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7029,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7017,False,False,ACCEPT,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7023,False,True,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7029,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7017,False,False,ACCEPT,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7023,False,True,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7029,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7017,False,False,ACCEPT,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7023,False,True,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7029,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7017,False,False,ACCEPT,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7023,False,True,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7029,False,False,ACCEPT,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7017,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00004,semantic_only,context_inversion,7023,False,True,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00005,clean,,6363,False,False,ACCEPT,"B1,B2,CP,B3",BENIGN,No history yet; baseline assumed valid.
mix-00005,clean,,6369,False,False,ACCEPT,"B1,B2,CP,B3",BENIGN,No history yet; baseline assumed valid.
mix-00005,clean,,6357,False,False,ACCEPT,"B1,B2,CP,B3",BENIGN,No history yet; baseline assumed valid.
mix-00005,clean,,6363,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00005,clean,,6369,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00005,clean,,6357,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00005,clean,,6363,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00005,clean,,6369,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00005,clean,,6357,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00005,clean,,6363,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00005,clean,,6369,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00005,clean,,6357,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00005,clean,,6363,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00005,clean,,6369,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00005,clean,,6357,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00005,clean,,6363,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00005,clean,,6369,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00005,clean,,6357,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00005,clean,,6363,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00005,clean,,6369,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00005,clean,,6357,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00005,clean,,6363,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00005,clean,,6369,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00005,clean,,6357,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00005,clean,,6363,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00005,clean,,6369,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00005,clean,,6357,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00005,clean,,6363,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00005,clean,,6369,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00005,clean,,6357,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00005,clean,,6363,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00005,clean,,6369,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00005,clean,,6357,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00005,clean,,6363,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00005,clean,,6369,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00005,clean,,6357,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00005,clean,,6363,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00005,clean,,6369,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00005,clean,,6357,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00005,clean,,6363,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00005,clean,,6369,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00005,clean,,6357,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00005,clean,,6363,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00005,clean,,6369,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00005,clean,,6357,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00005,clean,,6363,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00005,clean,,6369,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00005,clean,,6357,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00005,clean,,6363,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00005,clean,,6369,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00005,clean,,6357,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00005,clean,,6363,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00005,clean,,6369,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00005,clean,,6357,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00005,clean,,6363,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00005,clean,,6369,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00005,clean,,6357,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00005,clean,,6363,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00005,clean,,6369,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00005,clean,,6357,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00005,clean,,6363,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00005,clean,,6369,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
mix-00005,clean,,6357,False,False,CAUTION,"B1,B2,CP,B3",BENIGN,
