window_id,attack_family,injection_strategy,sender,is_attacker_sender,decision,trust_score,contributors,cp_num_reports,cp_confidence
stbv2-00002,benign_control,none,10059,False,CAUTION,0.9523000993309242,"B1,B2,CP,B3",8,1.0
stbv2-00003,collaborative_semantic_agreement,multi_source_collaborative_or_contradictory,8319,True,REJECT,0.384848337173462,"B1,B2,CP,B3",1,1.0
stbv2-00003,collaborative_semantic_agreement,multi_source_collaborative_or_contradictory,8325,False,ACCEPT,0.978174119591713,"B1,B2,CP,B3",2,1.0
stbv2-00003,collaborative_semantic_agreement,multi_source_collaborative_or_contradictory,8235,True,REJECT,0.330638210773468,"B1,B2,CP,B3",3,1.0
stbv2-00003,collaborative_semantic_agreement,multi_source_collaborative_or_contradictory,8319,True,REJECT,0.3670340110754041,"B1,B2,CP,B3",4,1.0
stbv2-00003,collaborative_semantic_agreement,multi_source_collaborative_or_contradictory,8325,False,CAUTION,0.9508246327954775,"B1,B2,CP,B3",5,1.0
stbv2-00003,collaborative_semantic_agreement,multi_source_collaborative_or_contradictory,8235,True,REJECT,0.24719498024815056,"B1,B2,CP,B3",6,1.0
stbv2-00003,collaborative_semantic_agreement,multi_source_collaborative_or_contradictory,8319,True,CAUTION,0.4088038345484034,"B1,B2,CP,B3",7,1.0
stbv2-00003,collaborative_semantic_agreement,multi_source_collaborative_or_contradictory,8325,False,CAUTION,0.9492004459624247,"B1,B2,CP,B3",8,1.0
stbv2-00003,collaborative_semantic_agreement,multi_source_collaborative_or_contradictory,8235,True,REJECT,0.27427610952765025,"B1,B2,CP,B3",9,1.0
stbv2-00003,collaborative_semantic_agreement,multi_source_collaborative_or_contradictory,8319,True,CAUTION,0.4588713284125068,"B1,B2,CP,B3",10,1.0
stbv2-00003,collaborative_semantic_agreement,multi_source_collaborative_or_contradictory,8325,False,CAUTION,0.9486657546943948,"B1,B2,CP,B3",11,1.0
stbv2-00003,collaborative_semantic_agreement,multi_source_collaborative_or_contradictory,8235,True,REJECT,0.29419320844628805,"B1,B2,CP,B3",12,1.0
stbv2-00003,collaborative_semantic_agreement,multi_source_collaborative_or_contradictory,8319,True,CAUTION,0.5047437493758171,"B1,B2,CP,B3",13,1.0
stbv2-00003,collaborative_semantic_agreement,multi_source_collaborative_or_contradictory,8325,False,CAUTION,0.947109536585897,"B1,B2,CP,B3",14,1.0
stbv2-00003,collaborative_semantic_agreement,multi_source_collaborative_or_contradictory,8235,True,REJECT,0.319075546262382,"B1,B2,CP,B3",15,1.0
stbv2-00003,collaborative_semantic_agreement,multi_source_collaborative_or_contradictory,8319,True,CAUTION,0.5498061011436746,"B1,B2,CP,B3",16,1.0
stbv2-00003,collaborative_semantic_agreement,multi_source_collaborative_or_contradictory,8325,False,CAUTION,0.9464231975607875,"B1,B2,CP,B3",17,1.0
stbv2-00003,collaborative_semantic_agreement,multi_source_collaborative_or_contradictory,8235,True,REJECT,0.34322820274299226,"B1,B2,CP,B3",18,1.0
stbv2-00003,collaborative_semantic_agreement,multi_source_collaborative_or_contradictory,8319,True,CAUTION,0.5504882316976992,"B1,B2,CP,B3",19,1.0
stbv2-00003,collaborative_semantic_agreement,multi_source_collaborative_or_contradictory,8325,False,CAUTION,0.9464798927836623,"B1,B2,CP,B3",20,1.0
stbv2-00003,collaborative_semantic_agreement,multi_source_collaborative_or_contradictory,8235,True,REJECT,0.3424193262194444,"B1,B2,CP,B3",21,1.0
stbv2-00003,collaborative_semantic_agreement,multi_source_collaborative_or_contradictory,8319,True,CAUTION,0.4960124833923808,"B1,B2,CP,B3",22,1.0
stbv2-00003,collaborative_semantic_agreement,multi_source_collaborative_or_contradictory,8325,False,CAUTION,0.9463435364025591,"B1,B2,CP,B3",23,1.0
stbv2-00003,collaborative_semantic_agreement,multi_source_collaborative_or_contradictory,8235,True,REJECT,0.3430950446743921,"B1,B2,CP,B3",24,1.0
stbv2-00003,collaborative_semantic_agreement,multi_source_collaborative_or_contradictory,8319,True,CAUTION,0.5602087534086101,"B1,B2,CP,B3",25,1.0
stbv2-00003,collaborative_semantic_agreement,multi_source_collaborative_or_contradictory,8325,False,ACCEPT,0.9973768099578263,"B1,B2,CP,B3",26,1.0
stbv2-00003,collaborative_semantic_agreement,multi_source_collaborative_or_contradictory,8235,True,REJECT,0.34621590886455234,"B1,B2,CP,B3",27,1.0
stbv2-00003,collaborative_semantic_agreement,multi_source_collaborative_or_contradictory,8319,True,CAUTION,0.5559882786524134,"B1,B2,CP,B3",28,1.0
stbv2-00003,collaborative_semantic_agreement,multi_source_collaborative_or_contradictory,8325,False,ACCEPT,0.9976575936251472,"B1,B2,CP,B3",29,1.0
stbv2-00003,collaborative_semantic_agreement,multi_source_collaborative_or_contradictory,8235,True,REJECT,0.3485226076628818,"B1,B2,CP,B3",30,1.0
stbv2-00003,collaborative_semantic_agreement,multi_source_collaborative_or_contradictory,8319,True,CAUTION,0.5025502217569542,"B1,B2,CP,B3",31,1.0
stbv2-00003,collaborative_semantic_agreement,multi_source_collaborative_or_contradictory,8325,False,ACCEPT,0.9977531138642272,"B1,B2,CP,B3",32,1.0
stbv2-00003,collaborative_semantic_agreement,multi_source_collaborative_or_contradictory,8235,True,REJECT,0.3471748892998572,"B1,B2,CP,B3",33,1.0
stbv2-00004,benign_control,none,9747,False,ACCEPT,0.978020665049553,"B1,B2,CP,B3",1,1.0
stbv2-00004,benign_control,none,9903,False,ACCEPT,0.9785318136215211,"B1,B2,CP,B3",2,1.0
stbv2-00004,benign_control,none,9909,False,ACCEPT,0.9786792814731599,"B1,B2,CP,B3",3,1.0
stbv2-00004,benign_control,none,9747,False,ACCEPT,0.982501532571462,"B1,B2,CP,B3",4,1.0
stbv2-00004,benign_control,none,9903,False,CAUTION,0.9510909774495324,"B1,B2,CP,B3",5,1.0
stbv2-00004,benign_control,none,9909,False,ACCEPT,0.9816610299028895,"B1,B2,CP,B3",6,1.0
stbv2-00004,benign_control,none,9747,False,ACCEPT,0.9864792822800029,"B1,B2,CP,B3",7,1.0
stbv2-00004,benign_control,none,9903,False,CAUTION,0.9503282482191535,"B1,B2,CP,B3",8,1.0
stbv2-00004,benign_control,none,9909,False,CAUTION,0.9499039132564345,"B1,B2,CP,B3",9,1.0
stbv2-00005,context_inversion,single_attacker_in_window,7449,False,ACCEPT,0.9787669682502746,"B1,B2,CP,B3",1,1.0
stbv2-00005,context_inversion,single_attacker_in_window,7845,True,REJECT,0.3110497303803762,"B1,B2,CP,B3",2,1.0
stbv2-00005,context_inversion,single_attacker_in_window,7881,False,ACCEPT,0.9797836327552795,"B1,B2,CP,B3",3,1.0
stbv2-00005,context_inversion,single_attacker_in_window,7863,False,ACCEPT,0.9790069186687469,"B1,B2,CP,B3",4,1.0
stbv2-00005,context_inversion,single_attacker_in_window,7449,False,CAUTION,0.9533026531618055,"B1,B2,CP,B3",5,1.0
stbv2-00005,context_inversion,single_attacker_in_window,7845,True,CAUTION,0.4015864759579369,"B1,B2,CP,B3",6,1.0
stbv2-00005,context_inversion,single_attacker_in_window,7881,False,ACCEPT,0.9838336971700573,"B1,B2,CP,B3",7,1.0
stbv2-00005,context_inversion,single_attacker_in_window,7863,False,ACCEPT,0.9835548312906857,"B1,B2,CP,B3",8,1.0
stbv2-00005,context_inversion,single_attacker_in_window,7449,False,CAUTION,0.9520625301536526,"B1,B2,CP,B3",9,1.0
stbv2-00005,context_inversion,single_attacker_in_window,7845,True,CAUTION,0.4500229100692367,"B1,B2,CP,B3",10,1.0
stbv2-00005,context_inversion,single_attacker_in_window,7881,False,ACCEPT,0.9871874880494708,"B1,B2,CP,B3",11,1.0
stbv2-00005,context_inversion,single_attacker_in_window,7863,False,ACCEPT,0.9869290108066482,"B1,B2,CP,B3",12,1.0
stbv2-00005,context_inversion,single_attacker_in_window,7449,False,CAUTION,0.950421151020759,"B1,B2,CP,B3",13,1.0
stbv2-00005,context_inversion,single_attacker_in_window,7845,True,CAUTION,0.49107711869380255,"B1,B2,CP,B3",14,1.0
stbv2-00005,context_inversion,single_attacker_in_window,7881,False,CAUTION,0.9501905375947086,"B1,B2,CP,B3",15,1.0
stbv2-00005,context_inversion,single_attacker_in_window,7863,False,CAUTION,0.9501287412545293,"B1,B2,CP,B3",16,1.0
stbv2-00005,context_inversion,single_attacker_in_window,7449,False,ACCEPT,0.9939416717623625,"B1,B2,CP,B3",17,1.0
stbv2-00005,context_inversion,single_attacker_in_window,7845,True,CAUTION,0.5317765320099164,"B1,B2,CP,B3",18,1.0
stbv2-00005,context_inversion,single_attacker_in_window,7881,False,CAUTION,0.9488818338958555,"B1,B2,CP,B3",19,1.0
stbv2-00005,context_inversion,single_attacker_in_window,7863,False,CAUTION,0.948854618948016,"B1,B2,CP,B3",20,1.0
stbv2-00005,context_inversion,single_attacker_in_window,7449,False,ACCEPT,0.9972091713307479,"B1,B2,CP,B3",21,1.0
stbv2-00005,context_inversion,single_attacker_in_window,7845,True,CAUTION,0.5917468376847459,"B1,B2,CP,B3",22,1.0
stbv2-00005,context_inversion,single_attacker_in_window,7881,False,CAUTION,0.9476369149290117,"B1,B2,CP,B3",23,1.0
stbv2-00005,context_inversion,single_attacker_in_window,7863,False,CAUTION,0.9474972159317173,"B1,B2,CP,B3",24,1.0
stbv2-00005,context_inversion,single_attacker_in_window,7449,False,ACCEPT,0.997348680170223,"B1,B2,CP,B3",25,1.0
stbv2-00005,context_inversion,single_attacker_in_window,7845,True,REJECT,0.3038074648643593,"B1,B2,CP,B3",26,1.0
stbv2-00005,context_inversion,single_attacker_in_window,7881,False,CAUTION,0.9473014862038853,"B1,B2,CP,B3",27,1.0
stbv2-00005,context_inversion,single_attacker_in_window,7863,False,CAUTION,0.9473953729858029,"B1,B2,CP,B3",28,1.0
stbv2-00005,context_inversion,single_attacker_in_window,7449,False,ACCEPT,0.9975265426529828,"B1,B2,CP,B3",29,1.0
stbv2-00005,context_inversion,single_attacker_in_window,7845,True,CAUTION,0.5977352619238798,"B1,B2,CP,B3",30,1.0
stbv2-00005,context_inversion,single_attacker_in_window,7881,False,CAUTION,0.9473102543302696,"B1,B2,CP,B3",31,1.0
stbv2-00005,context_inversion,single_attacker_in_window,7863,False,CAUTION,0.9474146677774109,"B1,B2,CP,B3",32,1.0
stbv2-00005,context_inversion,single_attacker_in_window,7449,False,ACCEPT,0.9977297694883024,"B1,B2,CP,B3",33,1.0
stbv2-00005,context_inversion,single_attacker_in_window,7845,True,CAUTION,0.5987825251237743,"B1,B2,CP,B3",34,1.0
stbv2-00005,context_inversion,single_attacker_in_window,7881,False,CAUTION,0.947369685141462,"B1,B2,CP,B3",35,1.0
stbv2-00005,context_inversion,single_attacker_in_window,7863,False,CAUTION,0.947208371691788,"B1,B2,CP,B3",36,1.0
stbv2-00006,planner_manipulation,single_attacker_in_window,9933,True,ACCEPT,0.9720613276958466,"B1,B2,CP,B3",1,1.0
stbv2-00006,planner_manipulation,single_attacker_in_window,10017,False,ACCEPT,0.979044582247734,"B1,B2,CP,B3",2,1.0
stbv2-00006,planner_manipulation,single_attacker_in_window,10047,False,ACCEPT,0.9793694460391998,"B1,B2,CP,B3",3,1.0
stbv2-00006,planner_manipulation,single_attacker_in_window,10053,False,ACCEPT,0.9783027905225754,"B1,B2,CP,B3",4,1.0
stbv2-00006,planner_manipulation,single_attacker_in_window,9933,True,REJECT,0.23781687583533578,"B1,B2,CP,B3",5,1.0
stbv2-00006,planner_manipulation,single_attacker_in_window,10017,False,CAUTION,0.9519484886300544,"B1,B2,CP,B3",6,1.0
stbv2-00006,planner_manipulation,single_attacker_in_window,10047,False,CAUTION,0.9527287157013437,"B1,B2,CP,B3",7,1.0
stbv2-00006,planner_manipulation,single_attacker_in_window,10053,False,CAUTION,0.8604660321477473,"B1,B2,CP,B3",8,1.0
stbv2-00007,false_clearance,single_attacker_in_window,9081,True,CAUTION,0.44554811795552574,"B1,B2,CP,B3",1,1.0
stbv2-00007,false_clearance,single_attacker_in_window,9069,False,ACCEPT,0.9784021127223969,"B1,B2,CP,B3",2,1.0
stbv2-00007,false_clearance,single_attacker_in_window,9087,False,ACCEPT,0.9787041026353835,"B1,B2,CP,B3",3,1.0
stbv2-00007,false_clearance,single_attacker_in_window,9081,True,CAUTION,0.4494452852049269,"B1,B2,CP,B3",4,1.0
stbv2-00007,false_clearance,single_attacker_in_window,9069,False,CAUTION,0.9515225736130517,"B1,B2,CP,B3",5,1.0
stbv2-00007,false_clearance,single_attacker_in_window,9087,False,CAUTION,0.9504514210370875,"B1,B2,CP,B3",6,1.0
stbv2-00007,false_clearance,single_attacker_in_window,9081,True,CAUTION,0.4894210708202072,"B1,B2,CP,B3",7,1.0
stbv2-00007,false_clearance,single_attacker_in_window,9069,False,CAUTION,0.9497424598254512,"B1,B2,CP,B3",8,1.0
stbv2-00007,false_clearance,single_attacker_in_window,9087,False,CAUTION,0.9505081787526641,"B1,B2,CP,B3",9,1.0
stbv2-00007,false_clearance,single_attacker_in_window,9081,True,CAUTION,0.5367630492978994,"B1,B2,CP,B3",10,1.0
stbv2-00007,false_clearance,single_attacker_in_window,9069,False,ACCEPT,0.9896250329918084,"B1,B2,CP,B3",11,1.0
stbv2-00007,false_clearance,single_attacker_in_window,9087,False,ACCEPT,0.9899421949673403,"B1,B2,CP,B3",12,1.0
stbv2-00007,false_clearance,single_attacker_in_window,9081,True,CAUTION,0.639784052447157,"B1,B2,CP,B3",13,1.0
stbv2-00007,false_clearance,single_attacker_in_window,9069,False,ACCEPT,0.9933334614947181,"B1,B2,CP,B3",14,1.0
stbv2-00007,false_clearance,single_attacker_in_window,9087,False,ACCEPT,0.993247521181389,"B1,B2,CP,B3",15,1.0
stbv2-00007,false_clearance,single_attacker_in_window,9081,True,CAUTION,0.676561289052483,"B1,B2,CP,B3",16,1.0
stbv2-00007,false_clearance,single_attacker_in_window,9069,False,ACCEPT,0.9968820882912215,"B1,B2,CP,B3",17,1.0
stbv2-00007,false_clearance,single_attacker_in_window,9087,False,ACCEPT,0.9968853221502509,"B1,B2,CP,B3",18,1.0
stbv2-00007,false_clearance,single_attacker_in_window,9081,True,CAUTION,0.6849408925761986,"B1,B2,CP,B3",19,1.0
stbv2-00007,false_clearance,single_attacker_in_window,9069,False,CAUTION,0.9465561450626608,"B1,B2,CP,B3",20,1.0
stbv2-00007,false_clearance,single_attacker_in_window,9087,False,ACCEPT,0.9970251791387025,"B1,B2,CP,B3",21,1.0
stbv2-00007,false_clearance,single_attacker_in_window,9081,True,CAUTION,0.6836393516943062,"B1,B2,CP,B3",22,1.0
stbv2-00007,false_clearance,single_attacker_in_window,9069,False,CAUTION,0.946731804181188,"B1,B2,CP,B3",23,1.0
stbv2-00007,false_clearance,single_attacker_in_window,9087,False,ACCEPT,0.9973800319453574,"B1,B2,CP,B3",24,1.0
stbv2-00007,false_clearance,single_attacker_in_window,9081,True,CAUTION,0.6870214597996267,"B1,B2,CP,B3",25,1.0
stbv2-00007,false_clearance,single_attacker_in_window,9069,False,CAUTION,0.946636173974163,"B1,B2,CP,B3",26,1.0
stbv2-00007,false_clearance,single_attacker_in_window,9087,False,CAUTION,0.9465454778001067,"B1,B2,CP,B3",27,1.0
stbv2-00007,false_clearance,single_attacker_in_window,9081,True,CAUTION,0.6881800161452927,"B1,B2,CP,B3",28,1.0
stbv2-00007,false_clearance,single_attacker_in_window,9069,False,CAUTION,0.9467771574359279,"B1,B2,CP,B3",29,1.0
stbv2-00007,false_clearance,single_attacker_in_window,9087,False,CAUTION,0.946725004832699,"B1,B2,CP,B3",30,1.0
stbv2-00007,false_clearance,single_attacker_in_window,9081,True,CAUTION,0.6931397918206026,"B1,B2,CP,B3",31,1.0
stbv2-00007,false_clearance,single_attacker_in_window,9069,False,CAUTION,0.9468180217759281,"B1,B2,CP,B3",32,1.0
stbv2-00007,false_clearance,single_attacker_in_window,9087,False,CAUTION,0.9467745292386085,"B1,B2,CP,B3",33,1.0
stbv2-00007,false_clearance,single_attacker_in_window,9081,True,CAUTION,0.6229789232690839,"B1,B2,CP,B3",34,1.0
stbv2-00007,false_clearance,single_attacker_in_window,9069,False,CAUTION,0.9468342389060218,"B1,B2,CP,B3",35,1.0
stbv2-00007,false_clearance,single_attacker_in_window,9087,False,CAUTION,0.9467068227751188,"B1,B2,CP,B3",36,1.0
stbv2-00007,false_clearance,single_attacker_in_window,9081,True,CAUTION,0.6214426983913774,"B1,B2,CP,B3",37,1.0
stbv2-00007,false_clearance,single_attacker_in_window,9069,False,CAUTION,0.9467177142807596,"B1,B2,CP,B3",38,1.0
stbv2-00007,false_clearance,single_attacker_in_window,9087,False,CAUTION,0.946684271064472,"B1,B2,CP,B3",39,1.0
stbv2-00007,false_clearance,single_attacker_in_window,9081,True,CAUTION,0.6256681262705774,"B1,B2,CP,B3",40,1.0
stbv2-00007,false_clearance,single_attacker_in_window,9069,False,CAUTION,0.9467132375581879,"B1,B2,CP,B3",41,1.0
stbv2-00007,false_clearance,single_attacker_in_window,9087,False,CAUTION,0.9467421476543709,"B1,B2,CP,B3",42,1.0
stbv2-00007,false_clearance,single_attacker_in_window,9081,True,CAUTION,0.6338458542682603,"B1,B2,CP,B3",43,1.0
stbv2-00007,false_clearance,single_attacker_in_window,9069,False,CAUTION,0.9466620409932385,"B1,B2,CP,B3",44,1.0
stbv2-00007,false_clearance,single_attacker_in_window,9087,False,CAUTION,0.9467179849869489,"B1,B2,CP,B3",45,1.0
stbv2-00008,goal_manipulation,single_attacker_in_window,7929,False,ACCEPT,0.9789518529176712,"B1,B2,CP,B3",1,1.0
stbv2-00008,goal_manipulation,single_attacker_in_window,7923,True,ACCEPT,0.9789674258232117,"B1,B2,CP,B3",2,1.0
stbv2-00008,goal_manipulation,single_attacker_in_window,7917,False,ACCEPT,0.9791839122772217,"B1,B2,CP,B3",3,1.0
stbv2-00008,goal_manipulation,single_attacker_in_window,7929,False,CAUTION,0.9519766598871142,"B1,B2,CP,B3",4,1.0
stbv2-00008,goal_manipulation,single_attacker_in_window,7923,True,CAUTION,0.9502641825624721,"B1,B2,CP,B3",5,1.0
stbv2-00008,goal_manipulation,single_attacker_in_window,7917,False,CAUTION,0.9518764411408266,"B1,B2,CP,B3",6,1.0
stbv2-00008,goal_manipulation,single_attacker_in_window,7929,False,CAUTION,0.9511274263385878,"B1,B2,CP,B3",7,1.0
stbv2-00008,goal_manipulation,single_attacker_in_window,7923,True,CAUTION,0.9497306777937502,"B1,B2,CP,B3",8,1.0
stbv2-00008,goal_manipulation,single_attacker_in_window,7917,False,CAUTION,0.9508310169265172,"B1,B2,CP,B3",9,1.0
stbv2-00008,goal_manipulation,single_attacker_in_window,7929,False,CAUTION,0.9500354760229981,"B1,B2,CP,B3",10,1.0
stbv2-00008,goal_manipulation,single_attacker_in_window,7923,True,CAUTION,0.9489837288929126,"B1,B2,CP,B3",11,1.0
stbv2-00008,goal_manipulation,single_attacker_in_window,7917,False,CAUTION,0.9497277036691387,"B1,B2,CP,B3",12,1.0
stbv2-00009,authority_override,single_attacker_in_window,9063,False,ACCEPT,0.9780704361200333,"B1,B2,CP,B3",1,1.0
stbv2-00009,authority_override,single_attacker_in_window,9057,False,ACCEPT,0.978454920053482,"B1,B2,CP,B3",2,1.0
stbv2-00009,authority_override,single_attacker_in_window,8979,True,CAUTION,0.46872598012288413,"B1,B2,CP,B3",3,1.0
stbv2-00009,authority_override,single_attacker_in_window,9021,False,ACCEPT,0.9774981546401977,"B1,B2,CP,B3",4,1.0
stbv2-00009,authority_override,single_attacker_in_window,9117,False,ACCEPT,0.9772100639343262,"B1,B2,CP,B3",5,1.0
stbv2-00009,authority_override,single_attacker_in_window,9063,False,CAUTION,0.9513489737980013,"B1,B2,CP,B3",6,1.0
stbv2-00009,authority_override,single_attacker_in_window,9057,False,CAUTION,0.9516979222247082,"B1,B2,CP,B3",7,1.0
stbv2-00009,authority_override,single_attacker_in_window,8979,True,CAUTION,0.4793510161643627,"B1,B2,CP,B3",8,1.0
stbv2-00009,authority_override,single_attacker_in_window,9021,False,CAUTION,0.9514834650498435,"B1,B2,CP,B3",9,1.0
stbv2-00009,authority_override,single_attacker_in_window,9117,False,CAUTION,0.9522658952140638,"B1,B2,CP,B3",10,1.0
stbv2-00009,authority_override,single_attacker_in_window,9063,False,CAUTION,0.9495885661274285,"B1,B2,CP,B3",11,1.0
stbv2-00009,authority_override,single_attacker_in_window,9057,False,CAUTION,0.9489865148127395,"B1,B2,CP,B3",12,1.0
stbv2-00009,authority_override,single_attacker_in_window,8979,True,CAUTION,0.5213083596051384,"B1,B2,CP,B3",13,1.0
stbv2-00009,authority_override,single_attacker_in_window,9021,False,CAUTION,0.9498163561141285,"B1,B2,CP,B3",14,1.0
stbv2-00009,authority_override,single_attacker_in_window,9117,False,CAUTION,0.9507707936129005,"B1,B2,CP,B3",15,1.0
stbv2-00009,authority_override,single_attacker_in_window,9063,False,CAUTION,0.9488846950113433,"B1,B2,CP,B3",16,1.0
stbv2-00009,authority_override,single_attacker_in_window,9057,False,CAUTION,0.9485763147504171,"B1,B2,CP,B3",17,1.0
stbv2-00009,authority_override,single_attacker_in_window,8979,True,CAUTION,0.5608497175399885,"B1,B2,CP,B3",18,1.0
stbv2-00009,authority_override,single_attacker_in_window,9021,False,CAUTION,0.949257487552965,"B1,B2,CP,B3",19,1.0
stbv2-00009,authority_override,single_attacker_in_window,9117,False,CAUTION,0.9494704813747227,"B1,B2,CP,B3",20,1.0
stbv2-00009,authority_override,single_attacker_in_window,9063,False,CAUTION,0.9477381722702627,"B1,B2,CP,B3",21,1.0
stbv2-00009,authority_override,single_attacker_in_window,9057,False,CAUTION,0.948141864333965,"B1,B2,CP,B3",22,1.0
stbv2-00009,authority_override,single_attacker_in_window,8979,True,CAUTION,0.6003532497685159,"B1,B2,CP,B3",23,1.0
stbv2-00009,authority_override,single_attacker_in_window,9021,False,CAUTION,0.9479462230948705,"B1,B2,CP,B3",24,1.0
stbv2-00009,authority_override,single_attacker_in_window,9117,False,CAUTION,0.9481825338077661,"B1,B2,CP,B3",25,1.0
stbv2-00009,authority_override,single_attacker_in_window,9063,False,CAUTION,0.9468438059792257,"B1,B2,CP,B3",26,1.0
stbv2-00009,authority_override,single_attacker_in_window,9057,False,CAUTION,0.9470964385009016,"B1,B2,CP,B3",27,1.0
stbv2-00009,authority_override,single_attacker_in_window,8979,True,CAUTION,0.6334300439542186,"B1,B2,CP,B3",28,1.0
